,Unnamed: 0,lesson_name,question_name,answer_choice_1,answer_choice_2,answer_choice_3,answer_choice_4,correct_answer,image_path,image_has_labels_to_guess,caption,blip_2_generated_answers,mapped_predictions
1394,1394,evolution and classification of plants,What is on top of the filament?,ovary,anther,stigma,style,anther,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,c,stigma
1395,1395,evolution and classification of plants,What part of the flower turns to fruit as the seeds develop?,pistil,petal,stamen,ovary,ovary,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,d,ovary
1396,1396,evolution and classification of plants,Which part holds the ovule?,sepal,ovary,style,stigma,ovary,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,b,ovary
1397,1397,evolution and classification of plants,Which part of the flower does pollen form?,Petal,Anther,Ovary,Stigma,Anther,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,b,Anther
1398,1398,evolution and classification of plants,Which parts make up the stamen?,Pollen and petal,Anther and filament,Stigma and style,Anther and stamen,Anther and filament,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,b,Anther and filament
1399,1399,evolution and classification of plants,How many parts the “Carpel” contain?,3,5,4,2,3,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,a,3
1400,1400,evolution and classification of plants,The carpel is composed of how many parts?,4,3,5,2,3,../Dataset/test/question_images/parts_flower_3419.png,No,a diagram of a flower with parts labeled and labeled,a,4
1401,1401,evolution and classification of plants,What is the male reproductive organ in a plant?,Peduncle,Sepal,Stamen,Pistil,Stamen,../Dataset/test/question_images/parts_flower_3423.png,No,a diagram of a flower with parts labeled in the middle,c,Stamen
1402,1402,evolution and classification of plants,What connects the Anther to the Receptacle?,Stamen,Sepal,Stigma,Filament,Filament,../Dataset/test/question_images/parts_flower_3423.png,No,a diagram of a flower with parts labeled in the middle,d,Filament
1403,1403,evolution and classification of plants,Which is part of the pistil?,Filament,Anther,Petal,Style,Style,../Dataset/test/question_images/parts_flower_3423.png,No,a diagram of a flower with parts labeled in the middle,d,Style
1404,1404,evolution and classification of plants,How many parts is the pistil comprised of?,3,2,1,4,3,../Dataset/test/question_images/parts_flower_3423.png,No,a diagram of a flower with parts labeled in the middle,a,3
1405,1405,evolution and classification of plants,"What is a part of the flower of angiosperms, typically functions as a protection for the flower in bud, and often as support for the petals when in bloom?",Stamen,Pistil,Sepal,Petal,Sepal,../Dataset/test/question_images/parts_flower_3423.png,No,a diagram of a flower with parts labeled in the middle,c,Sepal
1406,1406,evolution and classification of plants,What would happen if the flower pistil did not have a style?,The anther cannot produce pollen.,The sepal will change color.,Pollen would not be able to travel from the stigma the ovary to fertilize the ovule.,The ovary cannot produce eggs.,Pollen would not be able to travel from the stigma the ovary to fertilize the ovule.,../Dataset/test/question_images/parts_flower_3423.png,No,a diagram of a flower with parts labeled in the middle,c.,Pollen would not be able to travel from the stigma the ovary to fertilize the ovule.
1407,1407,evolution and classification of plants,What is inside the ovary?,filament,anther,ovule with embryo sac,petal,ovule with embryo sac,../Dataset/test/question_images/parts_flower_3424.png,No,a close up of a flower with parts labeled in english,c,ovule with embryo sac
1408,1408,evolution and classification of plants,Which part holds the ovule?,sepal,ovary,filament,stigma,ovary,../Dataset/test/question_images/parts_flower_3424.png,No,a close up of a flower with parts labeled in english,b,ovary
1409,1409,evolution and classification of plants,In what part of the plant are seeds developed?,Ovary,Stamen,Filament,Style,Ovary,../Dataset/test/question_images/parts_flower_3424.png,No,a close up of a flower with parts labeled in english,a,Ovary
1410,1410,evolution and classification of plants,Which parts of a plant make up the Stamen?,Style,Ovary,Filament and Anther,Petal,Filament and Anther,../Dataset/test/question_images/parts_flower_3424.png,No,a close up of a flower with parts labeled in english,c,Filament and Anther
1411,1411,evolution and classification of plants,How many parts of the flower are shown?,11,12,10,13,12,../Dataset/test/question_images/parts_flower_3424.png,No,a close up of a flower with parts labeled in english,d,13
1412,1412,evolution and classification of plants,What does the ovary of a flower have inside?,Stigma,Pistil,Ovule with Embryo sac,Anther,Ovule with Embryo sac,../Dataset/test/question_images/parts_flower_3424.png,No,a close up of a flower with parts labeled in english,c,Ovule with Embryo sac
1413,1413,evolution and classification of plants,What part of the plant protects while the flower is still a bud?,Sepal,Petals,peduncle,anther,Sepal,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,a,Sepal
1414,1414,evolution and classification of plants,"From the diagram, identify the male reproductive organ.",pistil,ovule,stamen,sepal,stamen,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,c,stamen
1415,1415,evolution and classification of plants,In which part of the flower do eggs form and seeds develop?,Ovary,Style,Sepal,Filament,Ovary,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,a,Ovary
1416,1416,evolution and classification of plants,What is the small green leaf at the base of the flower called?,ovary,sepal,stigma,petal,sepal,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,b,sepal
1417,1417,evolution and classification of plants,Where are the ovules located?,In the ovary,Inside the petals,Above the style,In the stamen,In the ovary,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,a,In the ovary
1418,1418,evolution and classification of plants,How many anthers are there?,2,4,1,3,3,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,d,3
1419,1419,evolution and classification of plants,How many parts is the pistil made of?,2,3,4,1,3,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,c,4
1420,1420,evolution and classification of plants,If a flower had no petals or they died what may happen?,pollen may be wasted due to it not being collected by bees,leaves would perform the function of the petals,the flower would die,fruit would not develop,pollen may be wasted due to it not being collected by bees,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,a.,pollen may be wasted due to it not being collected by bees
1421,1421,evolution and classification of plants,What is on top of the filament?,petal,receptacle,anther,ovary,anther,../Dataset/test/question_images/parts_flower_3425.png,No,a diagram of a flower with parts labeled in english,c,anther
1422,1422,evolution and classification of plants,Identify the part which is a part or Stamen?,Petal,Sepal,Anther,Pistil,Anther,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,c,Anther
1423,1423,evolution and classification of plants,Where do pollen forms?,Peduncle,Anther,Receptacle,Ovary,Anther,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,b,Anther
1424,1424,evolution and classification of plants,What structure contains the anther and filament?,Pistil,Ovary,Peduncle,Stamen,Stamen,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,d,Stamen
1425,1425,evolution and classification of plants,Which is part of the stamen?,Ovary,Filament,Petal,Pistil,Filament,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,b,Filament
1426,1426,evolution and classification of plants,How many parts make up the Stamen?,2,3,1,4,2,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,b,3
1427,1427,evolution and classification of plants,How many stamens does the flower in the diagram have?,1,3,4,2,3,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,b,3
1428,1428,evolution and classification of plants,What is contained in stamen?,Sepal,Anther,Pistil,Petal,Anther,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,b,Anther
1429,1429,evolution and classification of plants,What is on top of the filament?,style,petal,ovule,anther,anther,../Dataset/test/question_images/parts_flower_3426.png,No,a diagram of a flower with parts labeled in english,d,anther
1430,1430,evolution and classification of plants,Which letter represents the anther from the illustration below?,J,E,A,F,F,../Dataset/test/question_images/parts_flower_3798.png,No,a diagram of a flower with the parts labeled,d,F
1431,1431,evolution and classification of plants,Which part holds the ovule?,D,B,J,C,B,../Dataset/test/question_images/parts_flower_3798.png,No,a diagram of a flower with the parts labeled,d,C
1432,1432,evolution and classification of plants,What part of the flower is J?,Stamen,Pistil,Anther,Petal,Petal,../Dataset/test/question_images/parts_flower_3798.png,No,a diagram of a flower with the parts labeled,b,Pistil
1433,1433,evolution and classification of plants,Which letter represents the petal?,J,B,D,E,J,../Dataset/test/question_images/parts_flower_3798.png,No,a diagram of a flower with the parts labeled,d,E
1434,1434,evolution and classification of plants,In which letter shows the Anther?,E,G,F,D,F,../Dataset/test/question_images/parts_flower_3798.png,No,a diagram of a flower with the parts labeled,a,E
1435,1435,evolution and classification of plants,Which letter points to the petal?,C,E,J,D,J,../Dataset/test/question_images/parts_flower_3798.png,No,a diagram of a flower with the parts labeled,a,C
1436,1436,evolution and classification of plants,The ovaries are part of which flower structure?,Petals,Sepals,Pistil,Stamen,Pistil,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,c,Pistil
1437,1437,evolution and classification of plants,What is the female reproductive organ of the flower?,pistil,petals,anther,stamen,pistil,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,a,pistil
1438,1438,evolution and classification of plants,What composes the stamen?,Petals,Stigma and style,Pistil and filament,Anther and filament,Anther and filament,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,d,Anther and filament
1439,1439,evolution and classification of plants,Which of the following is not part of a pistil?,Anther,Style,Ovaries,Stigma,Anther,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,a,Anther
1440,1440,evolution and classification of plants,How many parts do the pistil have?,3,5,4,2,3,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,d,2
1441,1441,evolution and classification of plants,How many parts is the stamen made of?,2,4,3,1,2,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,c,3
1442,1442,evolution and classification of plants,What is on top of the filament?,sepals,stigma,style,anther,anther,../Dataset/test/question_images/parts_flower_3948.png,No,a diagram of a flower with parts labeled in black and white,d,anther
1443,1443,evolution and classification of plants,Which structure keeps the embryo protected from the external environment?,Food store,Epicotyl,Seed coat,Hypocotyl,Seed coat,../Dataset/test/question_images/parts_seed_3811.png,No,a diagram of a seed with parts labeled,c,Seed coat
1444,1444,evolution and classification of plants,What part of the seed functions as the embryonic shoot and will eventually form the leaves?,food store,hypocotyl,epicotyl,radicle,epicotyl,../Dataset/test/question_images/parts_seed_3811.png,No,a diagram of a seed with parts labeled,b,hypocotyl
1445,1445,evolution and classification of plants,Which part depicted in the diagram is closes to the epicotyl?,Seed Coat,Food store,Hypocotyl,Radicle,Hypocotyl,../Dataset/test/question_images/parts_seed_3811.png,No,a diagram of a seed with parts labeled,a,Seed Coat
1446,1446,evolution and classification of plants,How many parts are there in a seed?,4,8,7,5,5,../Dataset/test/question_images/parts_seed_3811.png,No,a diagram of a seed with parts labeled,d,5
1447,1447,evolution and classification of plants,What happens to the seed coat when the plant grows?,it will enlarge,it will crack,it will shell out,it will shrink,it will shell out,../Dataset/test/question_images/parts_seed_3811.png,No,a diagram of a seed with parts labeled,b,it will crack
1448,1448,evolution and classification of plants,What is connected to the hypocotyl in a seed?,Seed coat,Epicotyl,Radicle,Food store,Epicotyl,../Dataset/test/question_images/parts_seed_3811.png,No,a diagram of a seed with parts labeled,d,Food store
1449,1449,evolution and classification of plants,How many parts are there in a seed?,1,2,3,4,3,../Dataset/test/question_images/parts_seed_3817.png,No,a diagram of a seeding machine with parts labeled,d,4
1450,1450,evolution and classification of plants,How many parts of a seed are depicted?,4,3,1,2,3,../Dataset/test/question_images/parts_seed_3817.png,No,a diagram of a seeding machine with parts labeled,a,4
1451,1451,evolution and classification of plants,What will happen to the size of the seed after it is planted and the embryo starts to grow?,The seed will decrease in size as the food supply is being consumed by the embryo for growth,the seed will increase in size as the embryo grows,different seed will behave differently,the seed will remain the same size,The seed will decrease in size as the food supply is being consumed by the embryo for growth,../Dataset/test/question_images/parts_seed_3817.png,No,a diagram of a seeding machine with parts labeled,b,the seed will increase in size as the embryo grows
1452,1452,evolution and classification of plants,What is the outer protective covering of the seed?,Hypocotyl,Radicle,Seed coat,Cotyledon,Seed coat,../Dataset/test/question_images/parts_seed_7243.png,No,a drawing of a seed and a seed head,c,Seed coat
1453,1453,evolution and classification of plants,What surrounds the seed?,radicle,hypocoty,coty ledons,seed coat,seed coat,../Dataset/test/question_images/parts_seed_7243.png,No,a drawing of a seed and a seed head,d,seed coat
1454,1454,evolution and classification of plants,How many parts are shown in the diagram below?,2,5,3,4,4,../Dataset/test/question_images/parts_seed_7243.png,No,a drawing of a seed and a seed head,d,4
1455,1455,evolution and classification of plants,How many parts of the seed embryo are shown in the diagram below?,4,3,6,5,4,../Dataset/test/question_images/parts_seed_7243.png,No,a drawing of a seed and a seed head,a,4
1456,1456,evolution and classification of plants,What covers the seed?,seedcoat,cotyledons,hypocotyl,radicle,seedcoat,../Dataset/test/question_images/parts_seed_7243.png,No,a drawing of a seed and a seed head,a,seedcoat
1457,1457,evolution and classification of plants,What is the outermost part of a seed?,endosperm,radicle,cotyledons,seedcoat,seedcoat,../Dataset/test/question_images/parts_seed_7244.png,No,a drawing of a diagram of a seed pod and a seed pod,d,seedcoat
1458,1458,evolution and classification of plants,What part of the seed is between the seed coat and the hypocotyl?,cotyledons,radicle,endosperm,seed pod,endosperm,../Dataset/test/question_images/parts_seed_7244.png,No,a drawing of a diagram of a seed pod and a seed pod,c,endosperm
1459,1459,evolution and classification of plants,How many parts does the seed in the diagram have?,7,8,6,5,5,../Dataset/test/question_images/parts_seed_7244.png,No,a drawing of a diagram of a seed pod and a seed pod,d,5
1460,1460,evolution and classification of plants,What does the radicle turn into?,Root,Stem,Leaf,Flower,Root,../Dataset/test/question_images/parts_seed_7244.png,No,a drawing of a diagram of a seed pod and a seed pod,d,Flower
1461,1461,evolution and classification of plants,What part develops into a plant with an upward growing shoot and a downward growing root system?,endosperm,embryo,endocarp,exocarp,embryo,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,b,embryo
1462,1462,evolution and classification of plants,Which is not part of the seed?,Endosperm,Endocarp,Seed Coat,Embryo,Endocarp,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,c,Seed Coat
1463,1463,evolution and classification of plants,Which of the following is the outer most shell?,embryo,endosperm,exocarp,seed coat,exocarp,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,c,exocarp
1464,1464,evolution and classification of plants,How many parts make up the seed?,3,2,4,1,3,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,c,4
1465,1465,evolution and classification of plants,How many layers does the seed in the diagram have?,3,4,5,6,3,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,a,3
1466,1466,evolution and classification of plants,What among these is not a part of Pericarp?,Embryo,Endocarp,Exocarp,Mesocarp,Embryo,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,a,Embryo
1467,1467,evolution and classification of plants,What encapsulates the seed?,pericarp,endosperm,embryo,anther,pericarp,../Dataset/test/question_images/parts_seed_7246.png,No,a diagram of a peach with parts labeled in english,a,pericarp
1468,1468,evolution and classification of plants,"Which part of the plant plays the smallest, if any, role in reproduction?",Seedcoat,Hypocotyl,Radicle,Embryo,Seedcoat,../Dataset/test/question_images/parts_seed_7247.png,No,a diagram of a nut with the parts labeled,a,Seedcoat
1469,1469,evolution and classification of plants,The embryo is covered by which part?,Cotyledons,Seedcoat,Hypocotyl,Radicle,Seedcoat,../Dataset/test/question_images/parts_seed_7247.png,No,a diagram of a nut with the parts labeled,b,Seedcoat
1470,1470,evolution and classification of plants,How many parts is the embryo made of?,1,2,4,3,3,../Dataset/test/question_images/parts_seed_7247.png,No,a diagram of a nut with the parts labeled,d,3
1471,1471,evolution and classification of plants,The Embryo has how many parts?,3,1,4,2,3,../Dataset/test/question_images/parts_seed_7247.png,No,a diagram of a nut with the parts labeled,a,3
1472,1472,evolution and classification of plants,What does the seed coat do?,It performs photosynthesis.,It will grow to become a new plant.,It functions as the protective covering of the seed.,It provides food for the plant embryo.,It functions as the protective covering of the seed.,../Dataset/test/question_images/parts_seed_7248.png,No,a close up of a banana and a seed coat,c.,It functions as the protective covering of the seed.
1473,1473,evolution and classification of plants,What is inside the seed coat?,only embryo,nothing,"embryo, endosperm",only endosperm ,"embryo, endosperm",../Dataset/test/question_images/parts_seed_7248.png,No,a close up of a banana and a seed coat,c,"embryo, endosperm"
1474,1474,evolution and classification of plants,What are the parts of a seed?,"Coat (hull), embryo, endosperm",Embryo and Endosperm,Hull and embryo,Seed coat,"Coat (hull), embryo, endosperm",../Dataset/test/question_images/parts_seed_7248.png,No,a close up of a banana and a seed coat,a,"Coat (hull), embryo, endosperm"
1475,1475,evolution and classification of plants,How many parts of the seed are shown?,2,4,1,3,3,../Dataset/test/question_images/parts_seed_7248.png,No,a close up of a banana and a seed coat,d,3
1476,1476,evolution and classification of plants,What is the outermost part of a seed?,cotyledon,seed coat,embryo,endosperm,seed coat,../Dataset/test/question_images/parts_seed_7248.png,No,a close up of a banana and a seed coat,b,seed coat
1477,1477,evolution and classification of plants,What part of vascular plants protects and nourishes the embryo?,seed,flower,food store,leaf,seed,../Dataset/test/question_images/parts_seed_7249.png,No,a diagram of a bean with the parts labeled,a,seed
1478,1478,evolution and classification of plants,How many species of gym- nosperms are there?,50,1000,200,10,1000,../Dataset/test/question_images/parts_seed_7249.png,No,a diagram of a bean with the parts labeled,b,1000
1479,1479,evolution and classification of plants,How many parts of the plant are labeled?,3,2,5,4,3,../Dataset/test/question_images/parts_seed_7249.png,No,a diagram of a bean with the parts labeled,d,4
1480,1480,evolution and classification of plants,What is the outermost part of a seed?,cotyledon,seed coat,embryo,food store,seed coat,../Dataset/test/question_images/parts_seed_7249.png,No,a diagram of a bean with the parts labeled,b,seed coat
1481,1481,evolution and classification of plants,Identify the sepal,D,L,V,E,D,../Dataset/test/abc_question_images/parts_flower_13372.png,Yes,a diagram of a flower with parts labeled,a,D
1482,1482,evolution and classification of plants,Identify the ovule,W,M,D,V,M,../Dataset/test/abc_question_images/parts_flower_13360.png,Yes,a diagram of a flower with parts labeled in the following words,d,V
1483,1483,evolution and classification of plants,What is the inner most part of the seed?,embryo,food store,Seed,seed coat,embryo,../Dataset/test/question_images/parts_seed_7249.png,No,a diagram of a bean with the parts labeled,a,embryo
1484,1484,evolution and classification of plants,What is the outside protective coating on this seed?,LEAF,MEAT,HULL,VEINS,HULL,../Dataset/test/abc_question_images/parts_seed_10003.png,Yes,a diagram of a foot with the names of the parts labeled,c,HULL
1485,1485,insects and other arthropods,What is the part of the Life Cycle of the Monarch Butterfly corresponding with the letter M?,PUPA (CHRYSALIS),EGG,LARVA (CATERPILLAR) ,ADULT BUTTERFLY,PUPA (CHRYSALIS),../Dataset/test/abc_question_images/life_cycles_10035.png,Yes,a diagram of life cycle of a monarch butterfly,d,ADULT BUTTERFLY
1486,1486,insects and other arthropods,Which letter indicates the larva stage of the life cycle?,K,T,M,S,S,../Dataset/test/abc_question_images/life_cycles_10035.png,Yes,a diagram of life cycle of a monarch butterfly,c,M
1487,1487,insects and other arthropods,Where is the pupa?,K,M,S,T,M,../Dataset/test/abc_question_images/life_cycles_10035.png,Yes,a diagram of life cycle of a monarch butterfly,c,S
1488,1488,insects and other arthropods,Approximately how long does the butterfly stay in stage M (chrysalis)?,3 AND A HALF WEEKS,3 DAYS,2 WEEKS,1 AND A HALF WEEKS,1 AND A HALF WEEKS,../Dataset/test/abc_question_images/life_cycles_10035.png,Yes,a diagram of life cycle of a monarch butterfly,b,3 DAYS
1489,1489,insects and other arthropods,Which of the following is a caterpillar?,K ,M,T,S,S,../Dataset/test/abc_question_images/life_cycles_10035.png,Yes,a diagram of life cycle of a monarch butterfly,b,M
1490,1490,insects and other arthropods,What stage of the life cycle is represented in figure U?,CATERPILLAR,BUTTERFLY,EGG,PUPA,PUPA,../Dataset/test/abc_question_images/life_cycles_10043.png,Yes,a close up of a butterfly life cycle with four different stages,d,PUPA
1491,1491,insects and other arthropods,Which letter indicates the pupa stage?,E,U,W,F,U,../Dataset/test/abc_question_images/life_cycles_10043.png,Yes,a close up of a butterfly life cycle with four different stages,b,U
1492,1492,insects and other arthropods,Which label shows the caterpillar?,P,Y,M,E,P,../Dataset/test/abc_question_images/life_cycles_10044.png,Yes,a picture of a butterfly life cycle with a butterfly and a leaf,d,E
1493,1493,insects and other arthropods,Which letter represents a butterfly?,P,Y,M,E,E,../Dataset/test/abc_question_images/life_cycles_10044.png,Yes,a picture of a butterfly life cycle with a butterfly and a leaf,d,E
1494,1494,insects and other arthropods,Which label marks a tadpole with legs?,S,T,F,L,F,../Dataset/test/abc_question_images/life_cycles_10579.png,Yes,a diagram of a frog life cycle with a frog and a frog,d,L
1495,1495,insects and other arthropods,Which label refers to the tadpole?,S,T,L,E,L,../Dataset/test/abc_question_images/life_cycles_10579.png,Yes,a diagram of a frog life cycle with a frog and a frog,b,T
1496,1496,insects and other arthropods,What part of the process represents tadpole?,S,T,E,L,L,../Dataset/test/abc_question_images/life_cycles_10579.png,Yes,a diagram of a frog life cycle with a frog and a frog,d,L
1497,1497,insects and other arthropods,Which phase of the frog life cycle occurs before the young frog stage?,S,L,E,F,F,../Dataset/test/abc_question_images/life_cycles_10579.png,Yes,a diagram of a frog life cycle with a frog and a frog,d,F
1498,1498,insects and other arthropods,Identify the adult frog in this picture,V,T,H,X,X,../Dataset/test/abc_question_images/life_cycles_10580.png,Yes,a picture of a frog life cycle worksheet for kids,a,V
1499,1499,insects and other arthropods,In which state does the animal store food in the tail?,X,T,S,V,V,../Dataset/test/abc_question_images/life_cycles_10580.png,Yes,a picture of a frog life cycle worksheet for kids,d,V
1500,1500,insects and other arthropods,Identify the stage at which the external gills first appear.,X,K,F,J,J,../Dataset/test/abc_question_images/life_cycles_10580.png,Yes,a picture of a frog life cycle worksheet for kids,d,J
1501,1501,insects and other arthropods,In what stage do hind legs appear in the figure?,V,S,H,D,D,../Dataset/test/abc_question_images/life_cycles_10580.png,Yes,a picture of a frog life cycle worksheet for kids,d,D
1502,1502,insects and other arthropods,Which represents the part of the frog cycle where the tadpoles develop external gills for breathing?,W,J,H,T,J,../Dataset/test/abc_question_images/life_cycles_10580.png,Yes,a picture of a frog life cycle worksheet for kids,d,T
1503,1503,insects and other arthropods,By what letter is the pupa represented in the diagram?,R,M,Y,X,M,../Dataset/test/abc_question_images/life_cycles_10586.png,Yes,a picture showing the life cycle of a ladybug,d,X
1504,1504,insects and other arthropods,Where are the insect eggs?,M,R,X,Y,X,../Dataset/test/abc_question_images/life_cycles_10586.png,Yes,a picture showing the life cycle of a ladybug,c,X
1505,1505,insects and other arthropods,Which letter corresponds to the stage after the pupa stage?,X,M,R,Y,R,../Dataset/test/abc_question_images/life_cycles_10586.png,Yes,a picture showing the life cycle of a ladybug,d,Y
1506,1506,insects and other arthropods,Identify the eggs,M,L,D,C,L,../Dataset/test/abc_question_images/life_cycles_10595.png,Yes,arafed ladybug life cycle with four stages of life cycle,d,C
1507,1507,insects and other arthropods,What stage in the ladybug life cycle is labeled C?,EGG,PUPA,LARVA,ADULT,PUPA,../Dataset/test/abc_question_images/life_cycles_10595.png,Yes,arafed ladybug life cycle with four stages of life cycle,c,LARVA
1508,1508,insects and other arthropods,Identify the life stage where the insects consume food to fuel their transition into the adult form.,L,M,C,D,D,../Dataset/test/abc_question_images/life_cycles_10595.png,Yes,arafed ladybug life cycle with four stages of life cycle,c,C
1509,1509,insects and other arthropods,Which arthropod represents metamorphosis?,L. EGGS,M. ADULT,D. LARVA,C. PUPA,C. PUPA,../Dataset/test/abc_question_images/life_cycles_10595.png,Yes,arafed ladybug life cycle with four stages of life cycle,d,C. PUPA
1510,1510,insects and other arthropods,Which label shows the Larva?,W,S,E,F,S,../Dataset/test/abc_question_images/life_cycles_10606.png,Yes,a close up of a mosquito with a few different pictures of it,c,E
1511,1511,insects and other arthropods,Which represents the larvae stage?,S,E,W,F,S,../Dataset/test/abc_question_images/life_cycles_10606.png,Yes,a close up of a mosquito with a few different pictures of it,b,E
1512,1512,insects and other arthropods,Which label refers to the egg?,P,Y,F,A,P,../Dataset/test/abc_question_images/life_cycles_10608.png,Yes,a diagram of life cycle of mosquitoes,d,A
1513,1513,insects and other arthropods,"Which phase comes before the one where it lives underwater, but no longer feeds?",P,Y,F,A,A,../Dataset/test/abc_question_images/life_cycles_10608.png,Yes,a diagram of life cycle of mosquitoes,a,P
1514,1514,insects and other arthropods,Which label refers to the egg?,H,P,W,L,P,../Dataset/test/abc_question_images/life_cycles_10650.png,Yes,a diagram of a bug and a cater with the letter h,b,P
1515,1515,insects and other arthropods,Which stage represents the pupa?,W,H,P,L,W,../Dataset/test/abc_question_images/life_cycles_10650.png,Yes,a diagram of a bug and a cater with the letter h,c,P
1516,1516,insects and other arthropods,"An example of this stage is a caterpillar, which letter represents this?",L,H,W,P,L,../Dataset/test/abc_question_images/life_cycles_10650.png,Yes,a diagram of a bug and a cater with the letter h,d,P
1517,1517,insects and other arthropods,Where is the egg?,L,P,H,W,P,../Dataset/test/abc_question_images/life_cycles_10650.png,Yes,a diagram of a bug and a cater with the letter h,b,P
1518,1518,insects and other arthropods,Select the larva state.,E,X,U,A,X,../Dataset/test/abc_question_images/life_cycles_10831.png,Yes,a diagram of a fly and a seed in a circle,d,A
1519,1519,insects and other arthropods,Which letter represents the Larval stages?,U,E,X,A,X,../Dataset/test/abc_question_images/life_cycles_10831.png,Yes,a diagram of a fly and a seed in a circle,d,A
1520,1520,insects and other arthropods,Where are the larval stages?,E,U,A,X,X,../Dataset/test/abc_question_images/life_cycles_10831.png,Yes,a diagram of a fly and a seed in a circle,d,X
1521,1521,insects and other arthropods,Which stage of the life cycle happens after the egg stage?,S,R,V,U,V,../Dataset/test/abc_question_images/life_cycles_10883.png,Yes,a diagram of the life cycle of a bug,d,U
1522,1522,insects and other arthropods,What label does the “eggs” stage receives?,D,E,M,R,M,../Dataset/test/abc_question_images/life_cycles_10884.png,Yes,a diagram of the life cycle of a beetle,b,E
1523,1523,insects and other arthropods,Identify the part of the arthropod life cycle in which it undergoes a process called metamorphosis.,E,M,R,D,R,../Dataset/test/abc_question_images/life_cycles_10884.png,Yes,a diagram of the life cycle of a beetle,b,M
1524,1524,insects and other arthropods,This is the lifecycle of a beetle. Which picture shows eggs?,M,E,D,R,M,../Dataset/test/abc_question_images/life_cycles_10884.png,Yes,a diagram of the life cycle of a beetle,b,E
1525,1525,insects and other arthropods,Which letter corresponds to the stage that comes after the pupa stage?,R,D,M,E,E,../Dataset/test/abc_question_images/life_cycles_10884.png,Yes,a diagram of the life cycle of a beetle,d,E
1526,1526,insects and other arthropods,Which label refers to the pulpae?,P,X,U,J,P,../Dataset/test/abc_question_images/life_cycles_10887.png,Yes,a diagram of a fruit fly life cycle,a,P
1527,1527,insects and other arthropods,Which letter represents the Larvae?,L,U,P,V,P,../Dataset/test/abc_question_images/life_cycles_10887.png,Yes,a diagram of a fruit fly life cycle,a,L
1528,1528,insects and other arthropods,By what letter is the egg represented in the diagram?,E,T,L,F,F,../Dataset/test/abc_question_images/life_cycles_11446.png,Yes,a drawing of a butterfly life cycle with a butterfly and a cater,a,E
1529,1529,insects and other arthropods,Which letter is next to the caterpillar?,L,E,F,T,L,../Dataset/test/abc_question_images/life_cycles_11446.png,Yes,a drawing of a butterfly life cycle with a butterfly and a cater,a,L
1530,1530,insects and other arthropods,Which label refers to the dying plant?,Y,X,T,M,Y,../Dataset/test/abc_question_images/life_cycles_12181.png,Yes,"a circle with a bird, plant, and letter h on it",d,M
